date,office,candidate,party,reporting_level,jurisdiction,county,votes,percentage
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Whiteville 16,Cleveland County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Whiteville 16,Cleveland County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Whiteville 16,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Whiteville 16,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Magnolia North,Columbia County,33,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Magnolia North,Columbia County,80,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Magnolia North,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Magnolia North,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Magnolia Northwest,Columbia County,21,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Magnolia Northwest,Columbia County,59,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Magnolia Northwest,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Magnolia Northwest,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Magnolia Southwest,Columbia County,27,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Magnolia Southwest,Columbia County,53,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Magnolia Southwest,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Magnolia Southwest,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Magnolia South,Columbia County,27,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Magnolia South,Columbia County,40,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Magnolia South,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Magnolia South,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Magnolia East,Columbia County,15,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Magnolia East,Columbia County,40,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Magnolia East,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Magnolia East,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Magnolia Ward 1,Columbia County,22,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Magnolia Ward 1,Columbia County,39,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Magnolia Ward 1,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Magnolia Ward 1,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Magnolia Ward 2,Columbia County,17,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Magnolia Ward 2,Columbia County,40,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Magnolia Ward 2,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Magnolia Ward 2,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Magnolia Ward 3,Columbia County,50,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Magnolia Ward 3,Columbia County,102,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Magnolia Ward 3,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Magnolia Ward 3,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Magnolia Ward 4,Columbia County,40,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Magnolia Ward 4,Columbia County,108,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Magnolia Ward 4,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Magnolia Ward 4,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,McNeil Township,Columbia County,19,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,McNeil Township,Columbia County,57,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,McNeil Township,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,McNeil Township,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,McNeil City,Columbia County,18,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,McNeil City,Columbia County,26,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,McNeil City,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,McNeil City,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Waldo Township,Columbia County,22,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Waldo Township,Columbia County,32,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Waldo Township,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Waldo Township,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Waldo City,Columbia County,17,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Waldo City,Columbia County,52,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Waldo City,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Waldo City,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Emerson Township,Columbia County,18,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Emerson Township,Columbia County,83,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Emerson Township,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Emerson Township,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Emerson City,Columbia County,6,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Emerson City,Columbia County,10,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Emerson City,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Emerson City,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Taylor Township,Columbia County,35,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Taylor Township,Columbia County,67,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Taylor Township,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Taylor Township,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Taylor City,Columbia County,37,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Taylor City,Columbia County,36,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Taylor City,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Taylor City,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Early,Columbia County,167,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Early,Columbia County,397,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Early,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Early,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Absentee,Columbia County,22,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Absentee,Columbia County,28,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Absentee,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Absentee,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Overseas Absentees,Columbia County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Overseas Absentees,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Overseas Absentees,Columbia County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Overseas Absentees,Columbia County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Early,Conway County,158,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Early,Conway County,380,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Early,Conway County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Early,Conway County,37,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Nemo Vista School,Conway County,17,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Nemo Vista School,Conway County,23,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Nemo Vista School,Conway County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Nemo Vista School,Conway County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Wonderview Area,Conway County,5,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Wonderview Area,Conway County,23,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Wonderview Area,Conway County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Wonderview Area,Conway County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Union / Steele,Conway County,3,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Union / Steele,Conway County,24,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Union / Steele,Conway County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Union / Steele,Conway County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Washington East,Conway County,4,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Washington East,Conway County,21,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Washington East,Conway County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Washington East,Conway County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Washington West,Conway County,4,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Washington West,Conway County,22,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Washington West,Conway County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Washington West,Conway County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Welbourne West,Conway County,5,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Welbourne West,Conway County,26,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Welbourne West,Conway County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Welbourne West,Conway County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Plumerville,Conway County,9,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Plumerville,Conway County,42,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Plumerville,Conway County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Plumerville,Conway County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Bentley,Conway County,12,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Bentley,Conway County,30,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Bentley,Conway County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Bentley,Conway County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Ward 1,Conway County,69,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Ward 1,Conway County,152,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Ward 1,Conway County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Ward 1,Conway County,22,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Ward 2,Conway County,45,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Ward 2,Conway County,105,
