county,precinct,office,district,party,candidate,votes,provisional,early_voting,absentee,election_day
Ashley,PARKDALE RURAL,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,FOR,4,0,0,0,4
Ashley,WILMOT CITY,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,FOR,56,0,10,2,44
Ashley,WILMOT RURAL,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,FOR,17,0,3,0,14
Ashley,CW1,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,152,1,107,5,39
Ashley,CW2,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,224,0,148,6,70
Ashley,CW3,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,307,0,200,5,102
Ashley,NCE,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,168,0,98,4,66
Ashley,NCW,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,99,0,53,1,45
Ashley,WCR,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,189,0,107,4,78
Ashley,VOTECH,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,100,0,56,1,43
Ashley,COOTER,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,107,0,40,1,66
Ashley,HICKORY GROVE,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,168,0,117,3,48
Ashley,CROSSROADS,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,186,0,93,2,91
Ashley,HW3,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,146,0,92,4,50
Ashley,HW2,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,102,0,64,3,35
Ashley,HW1,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,57,2,34,0,21
Ashley,HAMBURG RURAL,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,246,0,182,4,60
Ashley,MT ZION,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,51,0,39,1,11
Ashley,MILO,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,157,0,84,2,71
Ashley,BEECH CREEK,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,8,0,3,0,5
Ashley,MIST,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,31,1,23,0,7
Ashley,FOUNTAIN HILL CITY,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,28,1,9,0,18
Ashley,FOUNTAIN HILL RURAL,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,98,0,36,2,60
Ashley,PORTLAND CITY,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,68,0,11,3,54
Ashley,PORTLAND RURAL,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,11,0,1,0,10
Ashley,BOYDELL,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,5,0,1,0,4
Ashley,SNYDER / TRAFALGAR,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,20,0,13,1,6
Ashley,MONTROSE CITY,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,29,0,3,0,26
Ashley,MONTROSE RURAL,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,3,0,0,0,3
Ashley,PARKDALE CITY,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,19,0,4,1,14
Ashley,PARKDALE RURAL,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,2,0,2,0,0
Ashley,WILMOT CITY,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,50,0,14,4,32
Ashley,WILMOT RURAL,Issue No. 2: A Constitutional Amendment to Reform Certain Measures Presented to Voters, to be Known as the 'Constitutional Amendment and Ballot Initiative Reform Amendment',NPT,AGAINST,29,0,14,1,14
Ashley,CW1,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,191,2,125,12,52
Ashley,CW2,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,209,0,120,8,81
Ashley,CW3,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,322,0,205,5,112
Ashley,NCE,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,164,1,79,3,81
Ashley,NCW,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,118,0,56,3,59
Ashley,WCR,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,192,0,119,1,72
Ashley,VOTECH,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,93,1,46,1,45
Ashley,COOTER,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,76,0,22,0,54
Ashley,HICKORY GROVE,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,187,0,133,2,52
Ashley,CROSSROADS,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,155,0,85,1,69
Ashley,HW3,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,135,0,82,2,51
Ashley,HW2,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,105,0,69,2,34
Ashley,HW1,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,57,0,30,0,27
Ashley,HAMBURG RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,226,0,144,9,73
Ashley,MT ZION,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,63,0,36,2,25
Ashley,MILO,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,123,0,62,4,57
Ashley,BEECH CREEK,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,7,0,3,0,4
Ashley,MIST,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,38,1,25,0,12
Ashley,FOUNTAIN HILL CITY,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,18,0,1,0,17
Ashley,FOUNTAIN HILL RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,104,0,38,5,61
Ashley,PORTLAND CITY,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,88,0,8,3,77
Ashley,PORTLAND RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,12,0,0,0,12
Ashley,BOYDELL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,2,0,0,0,2
Ashley,SNYDER / TRAFALGAR,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,19,0,15,0,4
Ashley,MONTROSE CITY,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,36,0,6,0,30
Ashley,MONTROSE RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,2,0,0,0,2
Ashley,PARKDALE CITY,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,37,0,10,1,26
Ashley,PARKDALE RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,4,0,0,0,4
Ashley,WILMOT CITY,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,60,0,11,2,47
Ashley,WILMOT RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,FOR,17,0,3,0,14
Ashley,CW1,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,126,0,86,2,38
Ashley,CW2,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,190,0,123,9,58
Ashley,CW3,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,267,0,179,5,83
Ashley,NCE,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,157,0,91,3,63
Ashley,NCW,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,70,0,38,3,29
Ashley,WCR,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,173,0,102,3,68
Ashley,VOTECH,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,97,0,57,1,39
Ashley,COOTER,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,85,0,34,1,50
Ashley,HICKORY GROVE,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,161,0,103,2,56
Ashley,CROSSROADS,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,136,0,66,1,69
Ashley,HW3,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,137,0,84,5,48
Ashley,HW2,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,80,0,49,1,30
Ashley,HW1,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,51,2,32,0,17
Ashley,HAMBURG RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,201,0,143,1,57
Ashley,MT ZION,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,43,0,32,1,10
Ashley,MILO,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,144,0,66,2,76
Ashley,BEECH CREEK,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,9,0,4,0,5
Ashley,MIST,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,22,0,17,0,5
Ashley,FOUNTAIN HILL CITY,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,23,1,10,0,12
Ashley,FOUNTAIN HILL RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,76,0,24,0,52
Ashley,PORTLAND CITY,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,61,0,10,3,48
Ashley,PORTLAND RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,10,0,2,0,8
Ashley,BOYDELL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,4,0,1,0,3
Ashley,SNYDER / TRAFALGAR,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,15,0,9,1,5
Ashley,MONTROSE CITY,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,19,0,3,0,16
Ashley,MONTROSE RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,1,0,0,0,1
Ashley,PARKDALE CITY,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,11,0,2,0,9
Ashley,PARKDALE RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,2,0,2,0,0
Ashley,WILMOT CITY,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,47,0,13,4,30
Ashley,WILMOT RURAL,Issue No. 3: A Constitutional Amendment to Create the 'Arkansas Religious Freedom Amendment',,NPT,AGAINST,28,0,13,1,14
Ashley,CW1,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,169,1,108,7,53
Ashley,CW2,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,196,0,121,5,70
Ashley,CW3,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,194,0,115,3,76
Ashley,NCE,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,117,1,47,0,69
Ashley,NCW,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,77,0,32,1,44
Ashley,WCR,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,159,0,83,3,73
Ashley,VOTECH,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,77,1,39,1,36
Ashley,COOTER,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,55,0,19,0,36
Ashley,HICKORY GROVE,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,124,0,81,1,42
Ashley,CROSSROADS,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,89,0,40,1,48
Ashley,HW3,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,88,0,57,2,29
Ashley,HW2,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,72,0,41,0,31
Ashley,HW1,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,69,1,43,1,24
Ashley,HAMBURG RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,147,0,103,5,39
Ashley,MT ZION,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,27,0,16,0,11
Ashley,MILO,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,89,0,43,2,44
Ashley,BEECH CREEK,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,7,0,5,0,2
Ashley,MIST,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,26,0,13,0,13
Ashley,FOUNTAIN HILL CITY,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,16,0,2,0,14
Ashley,FOUNTAIN HILL RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,53,0,21,2,30
Ashley,PORTLAND CITY,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,70,0,3,4,63
Ashley,PORTLAND RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,5,0,0,0,5
Ashley,BOYDELL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,4,0,0,0,4
Ashley,SNYDER / TRAFALGAR,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,18,0,11,1,6
Ashley,MONTROSE CITY,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,33,0,3,0,30
Ashley,MONTROSE RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,2,0,0,0,2
Ashley,PARKDALE CITY,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,34,0,5,0,29
Ashley,PARKDALE RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,3,0,0,0,3
Ashley,WILMOT CITY,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,63,0,8,3,52
Ashley,WILMOT RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,FOR,8,0,2,0,6
Ashley,CW1,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,156,1,109,7,39
Ashley,CW2,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,212,0,129,14,69
Ashley,CW3,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,404,0,274,7,123
Ashley,NCE,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,207,0,122,6,79
Ashley,NCW,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,115,0,63,5,47
Ashley,WCR,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,209,0,140,1,68
Ashley,VOTECH,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,115,0,65,1,49
Ashley,COOTER,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,106,0,38,1,67
Ashley,HICKORY GROVE,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,228,0,158,3,67
Ashley,CROSSROADS,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,206,0,112,1,93
Ashley,HW3,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,186,0,110,5,71
Ashley,HW2,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,113,0,76,3,34
Ashley,HW1,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,44,1,22,0,21
Ashley,HAMBURG RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,280,0,185,5,90
Ashley,MT ZION,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,81,0,54,3,24
Ashley,MILO,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,175,0,83,4,88
Ashley,BEECH CREEK,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,9,0,2,0,7
Ashley,MIST,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,34,1,29,0,4
Ashley,FOUNTAIN HILL CITY,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,27,1,10,0,16
Ashley,FOUNTAIN HILL RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,131,0,41,3,87
Ashley,PORTLAND CITY,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,82,0,15,2,65
Ashley,PORTLAND RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,17,0,2,0,15
Ashley,BOYDELL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,2,0,1,0,1
Ashley,SNYDER / TRAFALGAR,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,17,0,14,0,3
Ashley,MONTROSE CITY,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,27,0,6,0,21
Ashley,MONTROSE RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,1,0,0,0,1
Ashley,PARKDALE CITY,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,15,0,7,1,7
Ashley,PARKDALE RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,3,0,2,0,1
Ashley,WILMOT CITY,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,45,0,16,3,26
Ashley,WILMOT RURAL,Issue No. 4: An Amendment to Authorize the Possession, Personal Use,NPT,AGAINST,39,0,16,1,22
